section_id,user_id,role,status
20271010001,201304457,teacher,active
20271010002,201304457,teacher,active
20271010003,201304457,teacher,active
20271010004,202301068,student,active
20271010004,202500559,student,active
20271010004,V00148125,student,active
20271010004,V00152190,student,active
20271010004,V00152267,student,active
20271010004,200209051,teacher,active
20271010005,202301068,student,active
20271010005,202500559,student,active
20271010005,V00148125,student,active
20271010005,V00152190,student,active
20271010005,V00152267,student,active
20271010005,200209051,teacher,active
20271010006,202104255,student,active
20271010006,202301068,student,active
20271010006,202402816,student,active
20271010006,200209051,teacher,active
20271010007,202301068,student,active
20271010007,202402816,student,active
20271010007,200209051,teacher,active
20271010008,202401322,student,active
20271010008,200209051,teacher,active
20271010009,202401322,student,active
20271010009,200209051,teacher,active
20271010010,200802192,student,active
20271010010,201204574,student,active
20271010010,202401122,student,active
20271010010,202402419,student,active
20271010010,202404517,student,active
20271010010,202500682,student,active
20271010010,202500743,student,active
20271010010,V00148153,student,active
20271010010,V00148490,student,active
20271010010,V00148992,student,active
20271010010,V00149527,student,active
20271010010,V00150827,student,active
20271010010,V00152389,student,active
20271010010,202004615,teacher,active
20271010011,202203843,student,active
20271010011,202312749,student,active
20271010011,202315942,student,active
20271010011,V00150412,student,active
20271010011,202004615,teacher,active
20271010012,V00150412,student,active
20271010012,202004615,teacher,active
20271010013,202203843,student,active
20271010013,202315970,student,active
20271010013,202402419,student,active
20271010013,202403491,student,active
20271010013,202404517,student,active
20271010013,V00148153,student,active
20271010013,V00148992,student,active
20271010013,V00150827,student,active
20271010013,V00152389,student,active
20271010013,202004615,teacher,active
20271010014,202104255,student,active
20271010014,202203212,student,active
20271010014,202203843,student,active
20271010014,202312749,student,active
20271010014,202315942,student,active
20271010014,202315970,student,active
20271010014,202400685,student,active
20271010014,202402816,student,active
20271010014,202403378,student,active
20271010014,202403491,student,active
20271010014,202500192,student,active
20271010014,200201319,teacher,active
20271010015,202500559,student,active
20271010015,V00148125,student,active
20271010015,200201319,teacher,active
20271010016,202312601,student,active
20271010016,201304457,teacher,active
20271010017,200802192,student,active
20271010017,201904202,student,active
20271010017,202104255,student,active
20271010017,202204204,student,active
20271010017,202300138,student,active
20271010017,202313090,student,active
20271010017,V00150412,student,active
20271010017,200201319,teacher,active
20271010019,200802192,student,active
20271010019,201904202,student,active
20271010019,202104255,student,active
20271010019,202204204,student,active
20271010019,202300138,student,active
20271010019,202313090,student,active
20271010019,V00150412,student,active
20271010019,202314145,teacher,active
20271010020,201204574,student,active
20271010020,201904202,student,active
20271010020,202400685,student,active
20271010020,202402419,student,active
20271010020,202403378,student,active
20271010020,202404517,student,active
20271010020,202500682,student,active
20271010020,202500743,student,active
20271010020,V00150827,student,active
20271010020,V00152389,student,active
20271010020,202314145,teacher,active
20271010021,202203212,student,active
20271010021,202204204,student,active
20271010021,202315942,student,active
20271010021,202500192,student,active
20271010021,202314145,teacher,active
20271010023,202401122,student,active
20271010023,202500559,student,active
20271010023,202500743,student,active
20271010023,V00147977,student,active
20271010023,V00148125,student,active
20271010023,V00150412,student,active
20271010023,V00150520,student,active
20271010023,V00150741,student,active
20271010023,V00150827,student,active
20271010023,V00152190,student,active
20271010023,V00152267,student,active
20271010023,V00152389,student,active
20271010025,200802192,student,active
20271010025,201204574,student,active
20271010025,201904202,student,active
20271010025,202104255,student,active
20271010025,202400685,student,active
20271010025,202401322,student,active
20271010027,200802192,student,active
20271010027,201904202,student,active
20271010027,202104255,student,active
20271010027,202204204,student,active
20271010027,202300138,student,active
20271010027,202313090,student,active
20271010027,202401322,student,active
20271010027,V00150412,student,active
20271010028,202203212,student,active
20271010028,202315942,student,active
20271010028,202500192,student,active
20271010028,V00150412,student,active
20271010028,V00150966,teacher,active
20271010030,202300195,student,active
20271010030,V00152947,student,active
20271010030,201304457,teacher,active
20271010031,V00148248,student,active
20271010031,V00150853,student,active
20271010031,201304457,teacher,active
20271010032,201304457,teacher,active
20271010033,201304457,teacher,active
20271010034,200213337,teacher,active
20271010035,200213337,teacher,active
20271010036,200213337,teacher,active
20271010037,200213337,teacher,active
20271010038,200213337,teacher,active
20271010039,V00150647,student,active
20271010039,200213337,teacher,active
20271010040,200213337,teacher,active
20271010041,200213337,teacher,active
20271010042,202301068,student,active
20271010042,202314950,student,active
20271010042,202500260,student,active
20271010042,V00148252,student,active
20271010042,V00149388,student,active
20271010042,V00150829,student,active
20271010042,V00150853,student,active
20271010042,V00152947,student,active
20271010042,200213337,teacher,active
20271010043,202004707,student,active
20271010043,202201875,student,active
20271010043,202201982,student,active
20271010043,202301115,student,active
20271010043,202301203,student,active
20271010043,202312601,student,active
20271010043,202313016,student,active
20271010043,202313575,student,active
20271010043,202313778,student,active
20271010043,202400159,student,active
20271010043,202400880,student,active
20271010043,202401143,student,active
20271010043,V00148248,student,active
20271010043,V00150647,student,active
20271010043,200236536,teacher,active
20271010044,201903987,student,active
20271010044,202103476,student,active
20271010044,202301115,student,active
20271010044,202301203,student,active
20271010044,202312601,student,active
20271010044,202313575,student,active
20271010044,201304457,teacher,active
20271010045,V00154073,student,active
20271010045,201904513,teacher,active
20271010046,202102213,student,active
20271010046,202301115,student,active
20271010046,202313062,student,active
20271010046,202313778,student,active
20271010046,200304483,teacher,active
20271010047,202103660,student,active
20271010047,202313778,student,active
20271010047,202314950,student,active
20271010047,202401143,student,active
20271010047,202500260,student,active
20271010047,V00148252,student,active
20271010047,V00150647,student,active
20271010047,V00150853,student,active
20271010047,V00151766,student,active
20271010047,V00152947,student,active
20271010048,202313575,student,active
20271010048,V00149388,student,active
20271010048,V00150829,student,active
20271010048,V00151997,student,active
20271010049,201903987,student,active
20271010049,202103476,student,active
20271010049,202201875,student,active
20271010049,202301203,student,active
20271010049,202313016,student,active
20271010049,202313062,student,active
20271010049,202313278,student,active
20271010049,202400159,student,active
20271010049,V00154073,student,active
20271010050,200304483,teacher,active
20271010051,200304483,teacher,active
20271010052,201903987,student,active
20271010052,202103476,student,active
20271010052,202300195,student,active
20271010052,202313278,student,active
20271010052,200236536,teacher,active
20271010053,201903987,student,active
20271010053,202103476,student,active
20271010053,202201875,student,active
20271010053,202300195,student,active
20271010053,202301115,student,active
20271010053,202312601,student,active
20271010053,202313016,student,active
20271010053,202313575,student,active
20271010053,202400159,student,active
20271010053,V00154073,student,active
20271010054,202300195,student,active
20271010054,202313360,student,active
20271010054,202500260,student,active
20271010054,V00148252,student,active
20271010054,V00151766,student,active
20271010054,V00151997,student,active
20271010054,V00152947,student,active
20271010054,200236536,teacher,active
20271010055,202004707,student,active
20271010055,V00148248,student,active
20271010055,V00150647,student,active
20271010055,V00150853,student,active
20271010055,200236536,teacher,active
20271010056,202103688,student,active
20271010056,202203094,student,active
20271010056,202204132,student,active
20271010056,202204181,student,active
20271010056,202204204,student,active
20271010056,202204683,student,active
20271010056,202300436,student,active
20271010056,202312944,student,active
20271010056,202314731,student,active
20271010056,202315437,student,active
20271010056,202315485,student,active
20271010056,202315878,student,active
20271010056,202315897,student,active
20271010056,202315942,student,active
20271010056,202400364,student,active
20271010056,202400923,student,active
20271010056,202400994,student,active
20271010056,202401406,student,active
20271010056,202402520,student,active
20271010056,202403596,student,active
20271010056,202403697,student,active
20271010056,202404327,student,active
20271010056,202404336,student,active
20271010056,202500579,student,active
